bird_name,item_taxon,diet_percentage
Western Grebe,Ephemeroptera larva [mayflies],0.5
Western Grebe,"Hemiptera [true bugs, hoppers, aphids, and allies]",2.0
Western Grebe,"Orthoptera [grasshoppers, crickets, and katydids]",2.0
Western Grebe,Patellogastropoda [true limpets],1.0
Western Grebe,Perciformes [perch-like fishes],77.0
Western Grebe,Siluriformes [catfishes],4.0
Western Grebe,Unid. Non-biological,6.0
Western Grebe,Unid. Teleostei,0.5
Western Grebe,Unid. Tracheophyta,4.0
Brown Pelican,Atheriniformes [silversides],0.05
Brown Pelican,"Aulopiformes [grinners, lizardfishes, and allies]",0.03
Brown Pelican,"Beloniformes [needlefishes, halfbeaks, and allies]",0.07
Brown Pelican,Clupeiformes [herrings],47.6
Brown Pelican,"Cyprinodontiformes [rivulines, killifishes, and livebearers]",0.12
Brown Pelican,Decapoda [decapods],0.03
Brown Pelican,Galliformes [landfowl],0.03
Brown Pelican,Isopoda [isopods],0.03
Brown Pelican,Mugiliformes [mullets],3.9
Brown Pelican,Perciformes [perch-like fishes],13.53
Brown Pelican,Pleuronectiformes [flatfishes],0.1
Brown Pelican,Scorpaeniformes [mail-cheeked fishes],0.03
Brown Pelican,Siluriformes [catfishes],0.15
Brown Pelican,Tetraodontiformes [puffers and filefishes],0.03
Brown Pelican,Teuthida,0.03
Brown Pelican,Unid. Animalia,0.6
Brown Pelican,Unid. Teleostei,34.0
Double-crested Cormorant,Amiiformes [bowfins],0.0
Double-crested Cormorant,Anguilliformes [true eels],0.79
Double-crested Cormorant,Architaenioglossa [architaenioglossan snails],0.0
Double-crested Cormorant,Atheriniformes [silversides],0.01
Double-crested Cormorant,Batrachoidiformes [toadfishes],3.4
Double-crested Cormorant,Caudata [salamanders],0.06
Double-crested Cormorant,Clupeiformes [herrings],17.25
Double-crested Cormorant,"Cypriniformes [minnows, suckers, carps, and loaches]",7.79
Double-crested Cormorant,"Cyprinodontiformes [rivulines, killifishes, and livebearers]",0.03
Double-crested Cormorant,Decapoda [decapods],3.16
Double-crested Cormorant,Esociformes,0.54
Double-crested Cormorant,Gadiformes [cods],1.61
Double-crested Cormorant,Gasterosteiformes [sticklebacks and seamoths],3.0
Double-crested Cormorant,"Gentianales [gentians, dogbanes, madders, and allies]",0.07
Double-crested Cormorant,Lepisosteiformes [gars],0.59
Double-crested Cormorant,Mytiloida,0.0
Double-crested Cormorant,Neotaenioglossa,0.02
Double-crested Cormorant,Osmeriformes [smelts and allies],6.18
Double-crested Cormorant,Perciformes [perch-like fishes],45.73
Double-crested Cormorant,"Percopsiformes [trout-perches, pirate perches, and cavefishes]",0.37
Double-crested Cormorant,Petromyzontiformes [lampreys],0.01
Double-crested Cormorant,Pleuronectiformes [flatfishes],0.54
Double-crested Cormorant,"Salmoniformes [salmons, trouts, and whitefishes]",1.83
Double-crested Cormorant,Scorpaeniformes [mail-cheeked fishes],2.42
Double-crested Cormorant,Siluriformes [catfishes],1.28
Double-crested Cormorant,"Suliformes [gannets, cormorants, and allies]",0.12
Double-crested Cormorant,Unid. Animalia,2.3
Double-crested Cormorant,Unid. Chordata,0.24
Double-crested Cormorant,Unid. Gastropoda,0.01
Double-crested Cormorant,Unid. Malacostraca,0.02
Double-crested Cormorant,Unid. Teleostei,0.61
Double-crested Cormorant,Unid. Unknown,0.1
Pelagic Cormorant,Decapoda [decapods],9.7
Pelagic Cormorant,Perciformes [perch-like fishes],38.85
Pelagic Cormorant,Scorpaeniformes [mail-cheeked fishes],30.0
Pelagic Cormorant,Unid. Chordata,21.45
Great Blue Heron,Decapoda [decapods],32.5
Great Blue Heron,Unid. Gastropoda,1.37
Great Blue Heron,Unid. Teleostei,65.25
Great Blue Heron,Unid. Tracheophyta,0.88
Great Egret,Araneae [spiders],0.05
Great Egret,Architaenioglossa [architaenioglossan snails],0.05
Great Egret,Atheriniformes [silversides],0.55
Great Egret,Characiformes [characins],10.65
Great Egret,Clupeiformes [herrings],16.67
Great Egret,Coleoptera [beetles],6.97
Great Egret,"Cyprinodontiformes [rivulines, killifishes, and livebearers]",3.98
Great Egret,Decapoda [decapods],5.82
Great Egret,"Hemiptera [true bugs, hoppers, aphids, and allies]",2.62
Great Egret,"Hymenoptera [ants, bees, wasps, and sawflies]",0.1
Great Egret,Mugiliformes [mullets],0.22
Great Egret,Odonata [dragonflies and damselflies],4.08
Great Egret,Perciformes [perch-like fishes],1.9
Great Egret,"Poales [grasses, sedges, and allies]",0.15
Great Egret,Siluriformes [catfishes],0.32
Great Egret,Unid. Animalia,1.77
Great Egret,Unid. Arthropoda,1.42
Great Egret,Unid. Insecta,0.93
Great Egret,Unid. Mollusca,0.22
Great Egret,Unid. Teleostei,40.83
Great Egret,Unid. Tracheophyta,0.53
Green Heron,Anura [frogs and toads],14.76
Green Heron,Caudata [salamanders],14.29
Green Heron,Clupeiformes [herrings],4.29
Green Heron,"Cyprinodontiformes [rivulines, killifishes, and livebearers]",5.57
Green Heron,Decapoda [decapods],8.0
Green Heron,Esociformes juvenile,4.76
Green Heron,Lepidoptera larva [caterpillars],1.19
Green Heron,Odonata nymph [dragonflies and damselflies],4.76
Green Heron,"Orthoptera [grasshoppers, crickets, and katydids]",9.53
Green Heron,Perciformes juvenile [perch-like fishes],21.43
Green Heron,Unid. Chordata,11.43
Turkey Vulture,Anseriformes [waterfowl],0.68
Turkey Vulture,Anura [frogs and toads],0.45
Turkey Vulture,Artiodactyla [even-toed ungulates],13.69
Turkey Vulture,Artiodactyla juvenile [even-toed ungulates],3.14
Turkey Vulture,"Caprimulgiformes [nightjars, swifts, hummingbirds, and allies]",0.22
Turkey Vulture,Carnivora [carnivorans],11.42
Turkey Vulture,Carnivora juvenile [carnivorans],0.74
Turkey Vulture,Cingulata [armadillos],1.56
Turkey Vulture,Cingulata juvenile [armadillos],0.67
Turkey Vulture,Coleoptera [beetles],1.06
Turkey Vulture,Columbiformes [pigeons and doves],0.59
Turkey Vulture,Cuculiformes [cuckoos],0.16
Turkey Vulture,Decapoda [decapods],0.22
Turkey Vulture,Didelphimorphia [opossums],0.45
Turkey Vulture,Galliformes [landfowl],1.88
Turkey Vulture,Lagomorpha [lagomorphs],5.17
Turkey Vulture,Passeriformes [perching birds],1.1
Turkey Vulture,Perciformes [perch-like fishes],0.29
Turkey Vulture,Perissodactyla [odd-toed ungulates],0.22
Turkey Vulture,Pinales [conifers],0.47
Turkey Vulture,Rodentia [rodents],26.17
Turkey Vulture,Squamata [squamates],7.7
Turkey Vulture,Testudines [turtles and tortoises],0.51
Turkey Vulture,Unid. Animalia,1.11
Turkey Vulture,Unid. Aves,2.27
Turkey Vulture,Unid. Aves egg,0.3
Turkey Vulture,Unid. Gastropoda,0.22
Turkey Vulture,Unid. Insecta larva,0.87
Turkey Vulture,Unid. Magnoliopsida,0.63
Turkey Vulture,Unid. Mammalia,14.96
Turkey Vulture,Unid. Reptilia,0.57
Turkey Vulture,Vitales,0.16
Osprey,Anguilliformes [true eels],0.95
Osprey,Batrachoidiformes [toadfishes],1.11
Osprey,"Beloniformes [needlefishes, halfbeaks, and allies]",0.03
Osprey,Clupeiformes [herrings],24.9
Osprey,"Cypriniformes [minnows, suckers, carps, and loaches]",29.0
Osprey,Perciformes [perch-like fishes],15.58
Osprey,Pleuronectiformes [flatfishes],1.19
Osprey,"Salmoniformes [salmons, trouts, and whitefishes]",9.33
Osprey,Siluriformes [catfishes],15.24
Osprey,Unid. Teleostei,2.67
White-tailed Kite,Passeriformes [perching birds],0.33
White-tailed Kite,Rodentia [rodents],80.99
White-tailed Kite,Soricomorpha,0.08
White-tailed Kite,Unid. Aves,0.33
White-tailed Kite,Unid. Insecta,0.5
White-tailed Kite,Unid. Mammalia,17.77
Bald Eagle,"Accipitriformes [hawks, eagles, kites, and allies]",0.39
Bald Eagle,Acipenseriformes [sturgeons and paddlefishes],0.05
Bald Eagle,Amiiformes [bowfins],0.01
Bald Eagle,Anguilliformes [true eels],0.69
Bald Eagle,Anseriformes [waterfowl],9.84
Bald Eagle,Artiodactyla [even-toed ungulates],3.3
Bald Eagle,Batrachoidiformes [toadfishes],0.01
Bald Eagle,"Beloniformes [needlefishes, halfbeaks, and allies]",0.15
Bald Eagle,"Caprimulgiformes [nightjars, swifts, hummingbirds, and allies]",0.01
Bald Eagle,Carnivora [carnivorans],0.52
Bald Eagle,Caudata [salamanders],0.01
Bald Eagle,Charadriiformes [shorebirds and allies],5.96
Bald Eagle,Ciconiiformes [storks],0.01
Bald Eagle,Clupeiformes [herrings],6.79
Bald Eagle,Columbiformes [pigeons and doves],0.14
Bald Eagle,Coraciiformes [kingfishers and allies],0.04
Bald Eagle,Cuculiformes [cuckoos],0.02
Bald Eagle,"Cypriniformes [minnows, suckers, carps, and loaches]",8.03
Bald Eagle,Decapoda [decapods],0.31
Bald Eagle,Didelphimorphia [opossums],0.08
Bald Eagle,Elopiformes [tarpons and tenpounders],0.21
Bald Eagle,Esociformes,1.33
Bald Eagle,Gadiformes [cods],1.66
Bald Eagle,Galliformes [landfowl],0.44
Bald Eagle,Galliformes juvenile [landfowl],0.0
Bald Eagle,Gaviiformes [loons],0.19
Bald Eagle,"Gruiformes [cranes, rails, and allies]",1.93
Bald Eagle,Lagomorpha [lagomorphs],3.69
Bald Eagle,Lepisosteiformes [gars],0.01
Bald Eagle,Mugiliformes [mullets],0.31
Bald Eagle,Mytiloida,0.05
Bald Eagle,Osmeriformes [smelts and allies],0.0
Bald Eagle,Ostreoida,0.08
Bald Eagle,Passeriformes [perching birds],0.83
Bald Eagle,"Pelecaniformes [pelicans, herons, ibises, and allies]",1.42
Bald Eagle,Perciformes [perch-like fishes],6.31
Bald Eagle,Perissodactyla [odd-toed ungulates],0.01
Bald Eagle,Petromyzontiformes [lampreys],0.02
Bald Eagle,Phyllodocida,0.04
Bald Eagle,"Piciformes [woodpeckers, barbets, and allies]",0.19
Bald Eagle,Pleuronectiformes [flatfishes],0.42
Bald Eagle,Podicipediformes [grebes],0.35
Bald Eagle,Procellariiformes [tubenoses],1.15
Bald Eagle,Rajiformes [skates],0.06
Bald Eagle,Rodentia [rodents],1.79
Bald Eagle,"Salmoniformes [salmons, trouts, and whitefishes]",2.9
Bald Eagle,Scorpaeniformes [mail-cheeked fishes],2.32
Bald Eagle,Siluriformes [catfishes],12.52
Bald Eagle,Squaliformes [squaliform sharks],0.08
Bald Eagle,Squamata [squamates],0.07
Bald Eagle,"Suliformes [gannets, cormorants, and allies]",0.99
Bald Eagle,Testudines [turtles and tortoises],0.16
Bald Eagle,Tetraodontiformes [puffers and filefishes],0.01
Bald Eagle,Teuthida,0.01
Bald Eagle,Unid. Animalia,0.18
Bald Eagle,Unid. Aves,6.01
Bald Eagle,Unid. Bivalvia,0.2
Bald Eagle,Unid. Cephalopoda,0.04
Bald Eagle,Unid. Chordata,3.41
Bald Eagle,Unid. Echinoidea,0.02
Bald Eagle,Unid. Gastropoda,0.22
Bald Eagle,Unid. Malacostraca,0.02
Bald Eagle,Unid. Mammalia,1.65
Bald Eagle,Unid. Reptilia,0.03
Bald Eagle,Unid. Teleostei,10.29
Bald Eagle,Unid. Unknown,0.19
Bald Eagle,Valvatida [valvatidan sea stars],0.0
Northern Harrier,Coleoptera [beetles],3.27
Northern Harrier,Columbiformes [pigeons and doves],0.24
Northern Harrier,Lagomorpha [lagomorphs],6.55
Northern Harrier,Passeriformes [perching birds],3.65
Northern Harrier,"Piciformes [woodpeckers, barbets, and allies]",0.61
Northern Harrier,Rodentia [rodents],38.98
Northern Harrier,Squamata [squamates],0.25
Northern Harrier,Unid. Amphibia,1.0
Northern Harrier,Unid. Animalia,1.95
Northern Harrier,Unid. Aves,24.61
Northern Harrier,Unid. Chordata,1.93
Northern Harrier,Unid. Euchelicerata,0.15
Northern Harrier,Unid. Insecta,1.84
Northern Harrier,Unid. Mammalia,13.51
Northern Harrier,Unid. Reptilia,1.42
Sharp-shinned Hawk,Apodiformes,0.11
Sharp-shinned Hawk,Charadriiformes [shorebirds and allies],0.05
Sharp-shinned Hawk,Passeriformes [perching birds],48.35
Sharp-shinned Hawk,Passeriformes juvenile [perching birds],5.21
Sharp-shinned Hawk,"Piciformes [woodpeckers, barbets, and allies]",2.13
Sharp-shinned Hawk,Rodentia [rodents],3.35
Sharp-shinned Hawk,Soricomorpha,0.05
Sharp-shinned Hawk,Squamata [squamates],0.14
Sharp-shinned Hawk,Unid. Animalia,6.26
Sharp-shinned Hawk,Unid. Aves,33.77
Sharp-shinned Hawk,Unid. Aves juvenile,0.15
Sharp-shinned Hawk,Unid. Chordata,0.1
Sharp-shinned Hawk,Unid. Mammalia,0.33
Cooper's Hawk,Anseriformes [waterfowl],0.06
Cooper's Hawk,"Caprimulgiformes [nightjars, swifts, hummingbirds, and allies]",0.08
Cooper's Hawk,Charadriiformes [shorebirds and allies],0.07
Cooper's Hawk,Columbiformes [pigeons and doves],7.7
Cooper's Hawk,Cuculiformes [cuckoos],0.16
Cooper's Hawk,Decapoda [decapods],0.01
Cooper's Hawk,Falconiformes [falcons and caracaras],0.01
Cooper's Hawk,Galliformes [landfowl],3.02
Cooper's Hawk,"Gruiformes [cranes, rails, and allies]",0.06
Cooper's Hawk,Lagomorpha [lagomorphs],2.04
Cooper's Hawk,Passeriformes [perching birds],34.71
Cooper's Hawk,"Piciformes [woodpeckers, barbets, and allies]",4.09
Cooper's Hawk,Rodentia [rodents],16.33
Cooper's Hawk,Scorpiones [scorpions],0.02
Cooper's Hawk,Soricomorpha,0.26
Cooper's Hawk,Squamata [squamates],2.41
Cooper's Hawk,Strigiformes [owls],0.21
Cooper's Hawk,Trogoniformes [trogons and quetzals],0.02
Cooper's Hawk,Unid. Animalia,2.02
Cooper's Hawk,Unid. Aves,21.12
Cooper's Hawk,Unid. Aves juvenile,0.13
Cooper's Hawk,Unid. Chordata,0.59
Cooper's Hawk,Unid. Mammalia,4.73
Northern Goshawk,"Accipitriformes [hawks, eagles, kites, and allies]",0.37
Northern Goshawk,Anseriformes [waterfowl],0.82
Northern Goshawk,Anseriformes juvenile [waterfowl],0.34
Northern Goshawk,Anura [frogs and toads],0.03
Northern Goshawk,Carnivora [carnivorans],0.25
Northern Goshawk,Charadriiformes [shorebirds and allies],0.59
Northern Goshawk,Columbiformes [pigeons and doves],12.4
Northern Goshawk,Cuculiformes [cuckoos],0.27
Northern Goshawk,Falconiformes [falcons and caracaras],0.17
Northern Goshawk,Galliformes [landfowl],17.13
Northern Goshawk,Galliformes juvenile [landfowl],0.03
Northern Goshawk,"Gruiformes [cranes, rails, and allies]",0.22
Northern Goshawk,Lagomorpha [lagomorphs],8.45
Northern Goshawk,Passeriformes [perching birds],20.62
Northern Goshawk,Passeriformes juvenile [perching birds],0.46
Northern Goshawk,"Piciformes [woodpeckers, barbets, and allies]",2.68
Northern Goshawk,Rodentia [rodents],13.94
Northern Goshawk,Soricomorpha,0.14
Northern Goshawk,Strigiformes [owls],0.27
Northern Goshawk,Unid. Animalia,0.91
Northern Goshawk,Unid. Aves,15.49
Northern Goshawk,Unid. Mammalia,4.53
Red-tailed Hawk,Anseriformes [waterfowl],3.15
Red-tailed Hawk,Anura [frogs and toads],0.02
Red-tailed Hawk,Araneae [spiders],0.02
Red-tailed Hawk,Artiodactyla [even-toed ungulates],0.03
Red-tailed Hawk,"Caprimulgiformes [nightjars, swifts, hummingbirds, and allies]",0.01
Red-tailed Hawk,Carnivora [carnivorans],0.27
Red-tailed Hawk,Carnivora juvenile [carnivorans],0.04
Red-tailed Hawk,Chiroptera [bats],0.06
Red-tailed Hawk,Coleoptera [beetles],0.16
Red-tailed Hawk,Columbiformes [pigeons and doves],0.25
Red-tailed Hawk,Cuculiformes [cuckoos],0.04
Red-tailed Hawk,Didelphimorphia [opossums],0.04
Red-tailed Hawk,Galliformes [landfowl],1.69
Red-tailed Hawk,Galliformes juvenile [landfowl],0.33
Red-tailed Hawk,"Gruiformes [cranes, rails, and allies]",0.14
Red-tailed Hawk,"Gruiformes juvenile [cranes, rails, and allies]",0.12
Red-tailed Hawk,"Hymenoptera [ants, bees, wasps, and sawflies]",0.1
Red-tailed Hawk,Lagomorpha [lagomorphs],9.07
Red-tailed Hawk,Lagomorpha juvenile [lagomorphs],0.21
Red-tailed Hawk,"Orthoptera [grasshoppers, crickets, and katydids]",0.29
Red-tailed Hawk,Passeriformes [perching birds],7.07
Red-tailed Hawk,Passeriformes juvenile [perching birds],0.31
Red-tailed Hawk,"Piciformes [woodpeckers, barbets, and allies]",0.21
Red-tailed Hawk,Rodentia [rodents],54.68
Red-tailed Hawk,Scorpiones [scorpions],0.08
Red-tailed Hawk,Soricomorpha,0.77
Red-tailed Hawk,Squamata [squamates],3.62
Red-tailed Hawk,Strigiformes [owls],0.04
Red-tailed Hawk,Testudines [turtles and tortoises],0.01
Red-tailed Hawk,Unid. Amphibia,0.49
Red-tailed Hawk,Unid. Animalia,1.97
Red-tailed Hawk,Unid. Aves,3.64
Red-tailed Hawk,Unid. Chilopoda,0.03
Red-tailed Hawk,Unid. Chordata,1.46
Red-tailed Hawk,Unid. Euchelicerata,0.01
Red-tailed Hawk,Unid. Insecta,0.16
Red-tailed Hawk,Unid. Mammalia,8.69
Red-tailed Hawk,Unid. Reptilia,0.87
Red-tailed Hawk,Unid. Teleostei,0.02
Rough-legged Hawk,Artiodactyla [even-toed ungulates],0.19
Rough-legged Hawk,Carnivora [carnivorans],0.22
Rough-legged Hawk,Charadriiformes [shorebirds and allies],0.12
Rough-legged Hawk,Galliformes [landfowl],2.37
Rough-legged Hawk,Lagomorpha [lagomorphs],14.99
Rough-legged Hawk,Lagomorpha juvenile [lagomorphs],0.4
Rough-legged Hawk,Passeriformes [perching birds],4.43
Rough-legged Hawk,Rodentia [rodents],51.41
Rough-legged Hawk,Squamata [squamates],1.02
Rough-legged Hawk,Unid. Animalia,4.27
Rough-legged Hawk,Unid. Aves,2.11
Rough-legged Hawk,Unid. Chordata,0.14
Rough-legged Hawk,Unid. Mammalia,18.1
Golden Eagle,"Accipitriformes [hawks, eagles, kites, and allies]",2.86
Golden Eagle,"Accipitriformes juvenile [hawks, eagles, kites, and allies]",0.01
Golden Eagle,Anseriformes [waterfowl],0.83
Golden Eagle,Artiodactyla [even-toed ungulates],1.56
Golden Eagle,Artiodactyla juvenile [even-toed ungulates],1.75
Golden Eagle,"Caprimulgiformes [nightjars, swifts, hummingbirds, and allies]",0.01
Golden Eagle,Carnivora [carnivorans],2.43
Golden Eagle,Carnivora juvenile [carnivorans],0.1
Golden Eagle,Charadriiformes [shorebirds and allies],1.42
Golden Eagle,Columbiformes [pigeons and doves],0.4
Golden Eagle,Cuculiformes [cuckoos],0.04
Golden Eagle,"Cypriniformes [minnows, suckers, carps, and loaches]",0.01
Golden Eagle,Didelphimorphia [opossums],0.01
Golden Eagle,Falconiformes [falcons and caracaras],0.15
Golden Eagle,Galliformes [landfowl],3.05
Golden Eagle,"Gruiformes [cranes, rails, and allies]",0.1
Golden Eagle,Lagomorpha [lagomorphs],57.43
Golden Eagle,Lagomorpha juvenile [lagomorphs],0.47
Golden Eagle,Passeriformes [perching birds],3.83
Golden Eagle,"Pelecaniformes [pelicans, herons, ibises, and allies]",2.07
Golden Eagle,Perciformes [perch-like fishes],0.09
Golden Eagle,Perissodactyla [odd-toed ungulates],0.01
Golden Eagle,"Piciformes [woodpeckers, barbets, and allies]",0.13
Golden Eagle,Podicipediformes [grebes],0.01
Golden Eagle,Rodentia [rodents],12.57
Golden Eagle,Soricomorpha,0.01
Golden Eagle,Squamata [squamates],0.86
Golden Eagle,Strigiformes [owls],0.62
Golden Eagle,"Suliformes [gannets, cormorants, and allies]",0.65
Golden Eagle,Testudines [turtles and tortoises],0.01
Golden Eagle,Unid. Aves,1.89
Golden Eagle,Unid. Chordata,0.18
Golden Eagle,Unid. Insecta,0.0
Golden Eagle,Unid. Mammalia,4.12
Golden Eagle,Unid. Reptilia,0.4
Golden Eagle,Unid. Teleostei,0.03
American Kestrel,Anura [frogs and toads],0.27
American Kestrel,Araneae [spiders],0.12
American Kestrel,Charadriiformes [shorebirds and allies],2.15
American Kestrel,Coleoptera [beetles],3.98
American Kestrel,"Hemiptera [true bugs, hoppers, aphids, and allies]",1.13
American Kestrel,Odonata [dragonflies and damselflies],0.17
American Kestrel,"Orthoptera [grasshoppers, crickets, and katydids]",6.44
American Kestrel,Passeriformes [perching birds],5.97
American Kestrel,Rodentia [rodents],30.5
American Kestrel,Scorpiones [scorpions],0.12
American Kestrel,Soricomorpha,0.07
American Kestrel,Squamata [squamates],2.84
American Kestrel,Unid. Amphibia,0.29
American Kestrel,Unid. Animalia,19.15
American Kestrel,Unid. Arthropoda,1.86
American Kestrel,Unid. Aves,5.41
American Kestrel,Unid. Chilopoda,0.09
American Kestrel,Unid. Chordata,0.07
American Kestrel,Unid. Clitellata,0.04
American Kestrel,Unid. Euchelicerata,0.06
American Kestrel,Unid. Insecta,14.99
American Kestrel,Unid. Mammalia,4.04
American Kestrel,Unid. Reptilia,0.05
Merlin,Charadriiformes [shorebirds and allies],19.39
Merlin,Chiroptera [bats],0.26
Merlin,Columbiformes [pigeons and doves],0.25
Merlin,Passeriformes [perching birds],54.8
Merlin,Rodentia [rodents],0.97
Merlin,Squamata [squamates],0.1
Merlin,Unid. Animalia,8.23
Merlin,Unid. Aves,15.92
Merlin,Unid. Chordata,0.02
Merlin,Unid. Mammalia,0.06
Gyrfalcon,Galliformes [landfowl],46.31
Gyrfalcon,Rodentia [rodents],3.33
Gyrfalcon,Unid. Aves,29.92
Gyrfalcon,Unid. Mammalia,20.45
Peregrine Falcon,Anseriformes [waterfowl],3.28
Peregrine Falcon,Anseriformes juvenile [waterfowl],0.13
Peregrine Falcon,Charadriiformes [shorebirds and allies],12.52
Peregrine Falcon,Charadriiformes juvenile [shorebirds and allies],0.51
Peregrine Falcon,Columbiformes [pigeons and doves],0.06
Peregrine Falcon,Falconiformes [falcons and caracaras],0.33
Peregrine Falcon,Galliformes [landfowl],2.28
Peregrine Falcon,Galliformes juvenile [landfowl],1.03
Peregrine Falcon,Lagomorpha [lagomorphs],0.02
Peregrine Falcon,Passeriformes [perching birds],45.55
Peregrine Falcon,Passeriformes juvenile [perching birds],10.83
Peregrine Falcon,"Piciformes [woodpeckers, barbets, and allies]",0.7
Peregrine Falcon,Podicipediformes [grebes],0.38
Peregrine Falcon,Rodentia [rodents],4.25
Peregrine Falcon,Strigiformes [owls],0.19
Peregrine Falcon,Unid. Animalia,1.41
Peregrine Falcon,Unid. Aves,16.04
Peregrine Falcon,Unid. Chordata,0.5
Peregrine Falcon,Unid. Mammalia,0.24
Virginia Rail,Alismatales [water plantains and allies],22.35
Virginia Rail,Amphipoda [amphipods],29.5
Virginia Rail,Anura [frogs and toads],0.14
Virginia Rail,Basommatophora,1.65
Virginia Rail,"Caryophyllales [pinks, cactuses, and allies]",1.85
Virginia Rail,Coleoptera [beetles],15.4
Virginia Rail,Coleoptera larva [beetles],3.4
Virginia Rail,Decapoda [decapods],0.25
Virginia Rail,Diptera [flies],1.0
Virginia Rail,Diptera larva [flies],7.95
Virginia Rail,"Hemiptera [true bugs, hoppers, aphids, and allies]",1.6
Virginia Rail,"Hymenoptera [ants, bees, wasps, and sawflies]",0.75
Virginia Rail,Lampridiformes,0.1
Virginia Rail,Lepidoptera larva [caterpillars],0.2
Virginia Rail,Odonata [dragonflies and damselflies],0.3
Virginia Rail,"Orthoptera [grasshoppers, crickets, and katydids]",1.1
Virginia Rail,Perciformes [perch-like fishes],0.75
Virginia Rail,"Poales [grasses, sedges, and allies]",5.17
Virginia Rail,Scorpaeniformes [mail-cheeked fishes],0.15
Virginia Rail,Squamata [squamates],0.08
Virginia Rail,Trichoptera larva [caddisflies],4.5
Virginia Rail,Unid. Clitellata,1.85
Virginia Rail,Unid. Gastropoda,0.55
Sora,Alismatales [water plantains and allies],0.72
Sora,Araneae [spiders],0.18
Sora,"Asterales [asters, bellflowers, fanflowers, and allies]",0.11
Sora,Basommatophora,1.7
Sora,"Caryophyllales [pinks, cactuses, and allies]",7.62
Sora,Coleoptera [beetles],2.24
Sora,Coleoptera larva [beetles],0.15
Sora,Diptera [flies],0.2
Sora,Diptera larva [flies],0.37
Sora,"Hemiptera [true bugs, hoppers, aphids, and allies]",0.46
Sora,Lepidoptera larva [caterpillars],1.65
Sora,"Myrtales [myrtles, evening primroses, and allies]",0.93
Sora,Odonata [dragonflies and damselflies],0.79
Sora,Odonata nymph [dragonflies and damselflies],0.29
Sora,"Orthoptera [grasshoppers, crickets, and katydids]",7.32
Sora,"Poales [grasses, sedges, and allies]",34.74
Sora,Unid. Animalia,16.64
Sora,Unid. Euchelicerata,0.01
Sora,Unid. Gastropoda,0.12
Sora,Unid. Insecta,0.4
Sora,Unid. Insecta larva,0.07
Sora,Unid. Magnoliopsida,1.17
Sora,Unid. Non-biological,0.48
Sora,Unid. Tracheophyta,21.32
American Coot,Acorales [sweet flag and allies],0.05
American Coot,Alismatales [water plantains and allies],22.14
American Coot,"Asterales [asters, bellflowers, fanflowers, and allies]",0.05
American Coot,Basommatophora,2.27
American Coot,"Caryophyllales [pinks, cactuses, and allies]",0.14
American Coot,Ceratophyllales [coontails],0.0
American Coot,Charales,8.27
American Coot,Cladophorales,1.0
American Coot,Coleoptera [beetles],4.55
American Coot,Diptera larva [flies],0.95
American Coot,"Fagales [beeches, oaks, walnuts, and allies]",0.05
American Coot,"Gentianales [gentians, dogbanes, madders, and allies]",0.05
American Coot,"Hemiptera [true bugs, hoppers, aphids, and allies]",0.68
American Coot,Hirudinida,0.14
American Coot,Hypocreales,0.05
American Coot,Lepidoptera larva [caterpillars],0.82
American Coot,Odonata [dragonflies and damselflies],0.55
American Coot,"Poales [grasses, sedges, and allies]",6.55
American Coot,"Saxifragales [saxifrages, stonecrops, and allies]",2.55
American Coot,"Solanales [nightshades, bindweeds, gooseweeds, and allies]",0.05
American Coot,Trichoptera larva [caddisflies],2.64
American Coot,Unid. Animalia,6.01
American Coot,Unid. Branchiopoda,0.09
American Coot,Unid. Chlorophyceae,0.05
American Coot,Unid. Gastropoda,0.05
American Coot,Unid. Insecta,0.7
American Coot,Unid. Insecta egg,0.73
American Coot,Unid. Magnoliopsida,9.31
American Coot,Unid. Mollusca,0.26
American Coot,Unid. Tracheophyta,30.45
Sandhill Crane,Alismatales [water plantains and allies],0.16
Sandhill Crane,"Asparagales [agaves, orchids, irises, and allies]",0.44
Sandhill Crane,Basommatophora,0.01
Sandhill Crane,Coleoptera [beetles],2.64
Sandhill Crane,Coleoptera larva [beetles],0.08
Sandhill Crane,Commelinales [spiderworts and allies],0.22
Sandhill Crane,Diptera [flies],0.02
Sandhill Crane,Diptera larva [flies],0.43
Sandhill Crane,Equisetales [horsetails],0.07
Sandhill Crane,"Fabales [legumes, milkworts, and allies]",2.39
Sandhill Crane,"Fagales [beeches, oaks, walnuts, and allies]",1.16
Sandhill Crane,"Hymenoptera [ants, bees, wasps, and sawflies]",0.02
Sandhill Crane,Lepidoptera [butterflies and moths],0.0
Sandhill Crane,Lepidoptera larva [caterpillars],1.31
Sandhill Crane,"Malpighiales [nances, willows, and allies]",0.09
Sandhill Crane,"Nymphaeales [water-lilies, fanworts, and allies]",0.62
Sandhill Crane,Odonata [dragonflies and damselflies],0.07
Sandhill Crane,"Orthoptera [grasshoppers, crickets, and katydids]",2.67
Sandhill Crane,"Oxalidales [woodsorrels, quandongs, and allies]",0.21
Sandhill Crane,"Poales [grasses, sedges, and allies]",57.12
Sandhill Crane,Unid. Animalia,0.04
Sandhill Crane,Unid. Arthropoda,0.18
Sandhill Crane,Unid. Clitellata,17.61
Sandhill Crane,Unid. Gastropoda,4.19
Sandhill Crane,Unid. Insecta,0.3
